,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,MSI1,Unkn,N13_1A,,"30,0783421541214","30,0783421541214",0,NaN,NaN,NaN,0,60,
,A02,SYBR,MSI1,Unkn,N13_1B,,"30,1790475407381","30,1790475407381",0,NaN,NaN,NaN,0,60,
,A03,SYBR,MSI1,Unkn,N13_2A,,"29,356572570261","29,356572570261",0,NaN,NaN,NaN,0,60,
,A04,SYBR,MSI1,Unkn,N13_2B,,"30,7089627261499","30,7089627261499",0,NaN,NaN,NaN,0,60,
,A05,SYBR,MSI1,Unkn,N13_3A,,"28,9175909982413","28,9175909982413",0,NaN,NaN,NaN,0,60,
,A06,SYBR,MSI1,Unkn,N13_3B,,"29,1295622134478","29,1295622134478",0,NaN,NaN,NaN,0,60,
,A07,SYBR,MSI1,Unkn,N13_4A,,"28,4452734231618","28,4452734231618",0,NaN,NaN,NaN,0,60,
,A08,SYBR,MSI1,Unkn,N13_4B,,"28,6445234801734","28,6445234801734",0,NaN,NaN,NaN,0,60,
,A09,SYBR,MSI1,Unkn,N13_5A,,"28,8683104997566","28,8683104997566",0,NaN,NaN,NaN,0,60,
,A10,SYBR,MSI1,Unkn,N13_5B,,"28,8560633956288","28,8560633956288",0,NaN,NaN,NaN,0,60,
,A11,SYBR,MSI1,Unkn,N13_6A,,"28,8393062526045","28,8393062526045",0,NaN,NaN,NaN,0,60,
,A12,SYBR,MSI1,Unkn,N13_6B,,"28,8049370056952","28,8049370056952",0,NaN,NaN,NaN,0,60,
,B01,SYBR,MSI1,Unkn,N13_7A,,"28,925058319049","28,925058319049",0,NaN,NaN,NaN,0,60,
,B02,SYBR,MSI1,Unkn,N13_7B,,"29,6800621902246","29,6800621902246",0,NaN,NaN,NaN,0,60,
,B03,SYBR,MSI1,Unkn,N13_8A,,"28,0977219675917","28,0977219675917",0,NaN,NaN,NaN,0,60,
,B04,SYBR,MSI1,Unkn,N13_8B,,"28,5675843492371","28,5675843492371",0,NaN,NaN,NaN,0,60,
,B05,SYBR,MSI1,Unkn,N13_8C,,"29,5349940375337","29,5349940375337",0,NaN,NaN,NaN,0,60,
,B06,SYBR,MSI1,Unkn,N13_8D,,"29,3569805387396","29,3569805387396",0,NaN,NaN,NaN,0,60,
,B07,SYBR,MSI1,Unkn,N13_9A,,"29,027627255927","29,027627255927",0,NaN,NaN,NaN,0,60,
,B08,SYBR,MSI1,Unkn,N13_9B,,"28,8896987258739","28,8896987258739",0,NaN,NaN,NaN,0,60,
,B09,SYBR,MSI1,Unkn,N13_9C,,"29,15750156668","29,15750156668",0,NaN,NaN,NaN,0,60,
,B10,SYBR,MSI1,Unkn,N13_9D,,"29,557324730531","29,557324730531",0,NaN,NaN,NaN,0,60,
,B11,SYBR,MSI1,Unkn,N13_10A,,"29,1107190795088","29,1107190795088",0,NaN,NaN,NaN,0,60,
,B12,SYBR,MSI1,Unkn,N13_10B,,"29,6416086376224","29,6416086376224",0,NaN,NaN,NaN,0,60,
,C01,SYBR,MSI1,Unkn,N13_10C,,"29,3526353347451","29,3526353347451",0,NaN,NaN,NaN,0,60,
,C02,SYBR,MSI1,Unkn,N13_10D,,"31,136354920697","31,136354920697",0,NaN,NaN,NaN,0,60,
,C03,SYBR,MSI1,Unkn,N13_11A,,"29,8831218464213","29,8831218464213",0,NaN,NaN,NaN,0,60,
,C04,SYBR,MSI1,Unkn,N13_11B,,"30,0662328329231","30,0662328329231",0,NaN,NaN,NaN,0,60,
,C05,SYBR,MSI1,Unkn,N13_11C,,"30,9055643015137","30,9055643015137",0,NaN,NaN,NaN,0,60,
,C06,SYBR,MSI1,Unkn,N13_11D,,"29,8066568749803","29,8066568749803",0,NaN,NaN,NaN,0,60,
,C07,SYBR,MSI1,Unkn,N13_12A,,"29,3705015541486","29,3705015541486",0,NaN,NaN,NaN,0,60,
,C08,SYBR,MSI1,Unkn,N13_12B,,"30,3476186778784","30,3476186778784",0,NaN,NaN,NaN,0,60,
,C09,SYBR,MSI1,Unkn,N13_12C,,"30,8005582348587","30,8005582348587",0,NaN,NaN,NaN,0,60,
,C10,SYBR,MSI1,Unkn,N13_12D,,"30,0805735266491","30,0805735266491",0,NaN,NaN,NaN,0,60,
,C11,SYBR,MSI1,Unkn,N13_13A,,"29,6894508542076","29,6894508542076",0,NaN,NaN,NaN,0,60,
,C12,SYBR,MSI1,Unkn,N13_13B,,"28,4119997719803","28,4119997719803",0,NaN,NaN,NaN,0,60,
,D01,SYBR,MSI1,Unkn,N13_13C,,"30,3504300706343","30,3504300706343",0,NaN,NaN,NaN,0,60,
,D02,SYBR,MSI1,Unkn,N13_13D,,"29,6717064230964","29,6717064230964",0,NaN,NaN,NaN,0,60,
,D05,SYBR,MSI1,Unkn,I4_1A,,"29,072746134263","29,072746134263",0,NaN,NaN,NaN,0,60,
,D06,SYBR,MSI1,Unkn,I4_1B,,"30,6217306553859","30,6217306553859",0,NaN,NaN,NaN,0,60,
,D07,SYBR,MSI1,Unkn,I4_2A,,"32,3919037918679","32,3919037918679",0,NaN,NaN,NaN,0,60,
,D08,SYBR,MSI1,Unkn,I4_2B,,"29,3894317274633","29,3894317274633",0,NaN,NaN,NaN,0,60,
,D09,SYBR,MSI1,Unkn,I4_3A,,"28,4957815189022","28,4957815189022",0,NaN,NaN,NaN,0,60,
,D10,SYBR,MSI1,Unkn,I4_3B,,"29,3182898067825","29,3182898067825",0,NaN,NaN,NaN,0,60,
,D11,SYBR,MSI1,Unkn,I4_4A,,"28,9848030995478","28,9848030995478",0,NaN,NaN,NaN,0,60,
,D12,SYBR,MSI1,Unkn,I4_4B,,"29,5912065081792","29,5912065081792",0,NaN,NaN,NaN,0,60,
,E01,SYBR,MSI1,Unkn,I4_5A,,"27,9811593002929","27,9811593002929",0,NaN,NaN,NaN,0,60,
,E02,SYBR,MSI1,Unkn,I4_5B,,"28,5696202987756","28,5696202987756",0,NaN,NaN,NaN,0,60,
,E03,SYBR,MSI1,Unkn,I4_6A,,"28,6909161549601","28,6909161549601",0,NaN,NaN,NaN,0,60,
,E04,SYBR,MSI1,Unkn,I4_6B,,"29,5736744093057","29,5736744093057",0,NaN,NaN,NaN,0,60,
,E05,SYBR,MSI1,Unkn,I4_7A,,"28,5621296857189","28,5621296857189",0,NaN,NaN,NaN,0,60,
