;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;LHY;Unkn;;;NaN;0;0;NaN;NaN;0;0;60;
;A02;SYBR;LHY;Unkn;N2_1B;;22,0048507533224;22,0048507533224;0;NaN;NaN;NaN;0;60;
;A03;SYBR;LHY;Unkn;N2_2A;;23,0417135446823;23,0417135446823;0;NaN;NaN;NaN;0;60;
;A04;SYBR;LHY;Unkn;N2_2B;;22,4524415421469;22,4524415421469;0;NaN;NaN;NaN;0;60;
;A05;SYBR;LHY;Unkn;N2_3A;;23,9370758732069;23,9370758732069;0;NaN;NaN;NaN;0;60;
;A06;SYBR;LHY;Unkn;N2_3B;;24,3930707267262;24,3930707267262;0;NaN;NaN;NaN;0;60;
;A07;SYBR;LHY;Unkn;N2_4A;;23,4979647705292;23,4979647705292;0;NaN;NaN;NaN;0;60;
;A08;SYBR;LHY;Unkn;N2_4B;;30,2358255735916;30,2358255735916;0;NaN;NaN;NaN;0;60;
;A09;SYBR;LHY;Unkn;N2_5A;;25,134929076999;25,134929076999;0;NaN;NaN;NaN;0;60;
;A10;SYBR;LHY;Unkn;N2_5B;;26,2699092485213;26,2699092485213;0;NaN;NaN;NaN;0;60;
;A11;SYBR;LHY;Unkn;N2_6A;;24,2119547263053;24,2119547263053;0;NaN;NaN;NaN;0;60;
;A12;SYBR;LHY;Unkn;N2_6B;;25,0954500454811;25,0954500454811;0;NaN;NaN;NaN;0;60;
;B01;SYBR;LHY;Unkn;N2_7A;;23,7293394080629;23,7293394080629;0;NaN;NaN;NaN;0;60;
;B02;SYBR;LHY;Unkn;N2_7B;;21,7578850045691;21,7578850045691;0;NaN;NaN;NaN;0;60;
;B03;SYBR;LHY;Unkn;N2_8A;;21,3196603649847;21,3196603649847;0;NaN;NaN;NaN;0;60;
;B04;SYBR;LHY;Unkn;N2_8B;;21,4766567335223;21,4766567335223;0;NaN;NaN;NaN;0;60;
;B05;SYBR;LHY;Unkn;N2_8C;;20,8823541281346;20,8823541281346;0;NaN;NaN;NaN;0;60;
;B06;SYBR;LHY;Unkn;N2_8D;;21,8031871709626;21,8031871709626;0;NaN;NaN;NaN;0;60;
;B07;SYBR;LHY;Unkn;N2_9A;;22,7324995194601;22,7324995194601;0;NaN;NaN;NaN;0;60;
;B08;SYBR;LHY;Unkn;N2_9B;;24,8234799711317;24,8234799711317;0;NaN;NaN;NaN;0;60;
;B09;SYBR;LHY;Unkn;N2_9C;;21,2833275751249;21,2833275751249;0;NaN;NaN;NaN;0;60;
;B10;SYBR;LHY;Unkn;N2_9D;;21,6535564437783;21,6535564437783;0;NaN;NaN;NaN;0;60;
;B11;SYBR;LHY;Unkn;N2_10A;;25,8542398166089;25,8542398166089;0;NaN;NaN;NaN;0;60;
;B12;SYBR;LHY;Unkn;N2_10B;;27,6314069856218;27,6314069856218;0;NaN;NaN;NaN;0;60;
;C01;SYBR;LHY;Unkn;N2_10C;;24,2215154610882;24,2215154610882;0;NaN;NaN;NaN;0;60;
;C02;SYBR;LHY;Unkn;N2_10D;;25,731342518758;25,731342518758;0;NaN;NaN;NaN;0;60;
;C03;SYBR;LHY;Unkn;N2_11A;;27,3696987133272;27,3696987133272;0;NaN;NaN;NaN;0;60;
;C04;SYBR;LHY;Unkn;N2_11B;;25,4160090010535;25,4160090010535;0;NaN;NaN;NaN;0;60;
;C05;SYBR;LHY;Unkn;;;NaN;0;0;NaN;NaN;0;0;60;
;C06;SYBR;LHY;Unkn;N2_11D;;27,0142923514738;27,0142923514738;0;NaN;NaN;NaN;0;60;
;C07;SYBR;LHY;Unkn;N2_12A;;25,9995792304175;25,9995792304175;0;NaN;NaN;NaN;0;60;
;C08;SYBR;LHY;Unkn;N2_12B;;25,5945732656802;25,5945732656802;0;NaN;NaN;NaN;0;60;
;C09;SYBR;LHY;Unkn;N2_12C;;25,9522487339214;25,9522487339214;0;NaN;NaN;NaN;0;60;
;C10;SYBR;LHY;Unkn;N2_12D;;25,098817011811;25,098817011811;0;NaN;NaN;NaN;0;60;
;C11;SYBR;LHY;Unkn;N2_13A;;22,9808895894177;22,9808895894177;0;NaN;NaN;NaN;0;60;
;C12;SYBR;LHY;Unkn;N2_13B;;19,1949767931411;19,1949767931411;0;NaN;NaN;NaN;0;60;
;D01;SYBR;LHY;Unkn;N2_13C;;25,4802016387253;25,4802016387253;0;NaN;NaN;NaN;0;60;
;D02;SYBR;LHY;Unkn;N2_13D;;24,1721621000776;24,1721621000776;0;NaN;NaN;NaN;0;60;
;D03;SYBR;LHY;NTC;NTC;;NaN;0;0;NaN;NaN;0;0;60;
;D05;SYBR;LHY;Unkn;I1_1A;;31,7895492629593;31,7895492629593;0;NaN;NaN;NaN;0;60;
;D06;SYBR;LHY;Unkn;I1_1B;;35,3656158357465;35,3656158357465;0;NaN;NaN;NaN;0;60;
;D07;SYBR;LHY;Unkn;I1_2A;;21,1336458616665;21,1336458616665;0;NaN;NaN;NaN;0;60;
;D08;SYBR;LHY;Unkn;;;NaN;0;0;NaN;NaN;0;0;60;
;D09;SYBR;LHY;Unkn;I1_3A;;22,4137967738414;22,4137967738414;0;NaN;NaN;NaN;0;60;
;D10;SYBR;LHY;Unkn;I1_3B;;23,6414280894933;23,6414280894933;0;NaN;NaN;NaN;0;60;
;D11;SYBR;LHY;Unkn;I1_4A;;26,5820152089615;26,5820152089615;0;NaN;NaN;NaN;0;60;
;D12;SYBR;LHY;Unkn;I1_4B;;27,3847296957799;27,3847296957799;0;NaN;NaN;NaN;0;60;
;E01;SYBR;LHY;Unkn;I1_5A;;26,0710002291276;26,0710002291276;0;NaN;NaN;NaN;0;60;
;E02;SYBR;LHY;Unkn;I1_5B;;27,6578595347204;27,6578595347204;0;NaN;NaN;NaN;0;60;
;E03;SYBR;LHY;Unkn;I1_6A;;24,7404254192935;24,7404254192935;0;NaN;NaN;NaN;0;60;
;E04;SYBR;LHY;Unkn;I1_6B;;23,6861415095693;23,6861415095693;0;NaN;NaN;NaN;0;60;
;E05;SYBR;LHY;Unkn;I1_7A;;23,2771749805024;23,2771749805024;0;NaN;NaN;NaN;0;60;
;E06;SYBR;LHY;Unkn;I1_7B;;32,636597462783;32,636597462783;0;NaN;NaN;NaN;0;60;
;E07;SYBR;LHY;Unkn;I1_8A;;20,5212290864526;20,5212290864526;0;NaN;NaN;NaN;0;60;
;E08;SYBR;LHY;Unkn;I1_8B;;20,7611279437911;20,7611279437911;0;NaN;NaN;NaN;0;60;
;E09;SYBR;LHY;Unkn;I1_8C;;20,6386120746644;20,6386120746644;0;NaN;NaN;NaN;0;60;
;E10;SYBR;LHY;Unkn;I1_8D;;21,5094656170372;21,5094656170372;0;NaN;NaN;NaN;0;60;
;E11;SYBR;LHY;Unkn;I1_9A;;22,328089827863;22,328089827863;0;NaN;NaN;NaN;0;60;
;E12;SYBR;LHY;Unkn;I1_9B;;23,7809932926879;23,7809932926879;0;NaN;NaN;NaN;0;60;
;F01;SYBR;LHY;Unkn;I1_9C;;21,0396213117423;21,0396213117423;0;NaN;NaN;NaN;0;60;
;F02;SYBR;LHY;Unkn;I1_9D;;23,1596389836984;23,1596389836984;0;NaN;NaN;NaN;0;60;
;F03;SYBR;LHY;Unkn;I1_10A;;24,2195527176869;24,2195527176869;0;NaN;NaN;NaN;0;60;
;F04;SYBR;LHY;Unkn;;;NaN;0;0;NaN;NaN;0;0;60;
;F05;SYBR;LHY;Unkn;I1_10C;;23,1008489409872;23,1008489409872;0;NaN;NaN;NaN;0;60;
;F06;SYBR;LHY;Unkn;I1_10D;;25,0030497216619;25,0030497216619;0;NaN;NaN;NaN;0;60;
;F07;SYBR;LHY;Unkn;I1_11A;;27,2577163832961;27,2577163832961;0;NaN;NaN;NaN;0;60;
;F08;SYBR;LHY;Unkn;I1_11B;;27,4598349102991;27,4598349102991;0;NaN;NaN;NaN;0;60;
;F09;SYBR;LHY;Unkn;I1_11C;;24,8045602627375;24,8045602627375;0;NaN;NaN;NaN;0;60;
;F10;SYBR;LHY;Unkn;I1_11D;;26,7369934536627;26,7369934536627;0;NaN;NaN;NaN;0;60;
;F11;SYBR;LHY;Unkn;I1_12A;;28,2707200225107;28,2707200225107;0;NaN;NaN;NaN;0;60;
;F12;SYBR;LHY;Unkn;I1_12B;;25,1573024456715;25,1573024456715;0;NaN;NaN;NaN;0;60;
;G01;SYBR;LHY;Unkn;I1_12C;;26,8598591938515;26,8598591938515;0;NaN;NaN;NaN;0;60;
;G02;SYBR;LHY;Unkn;I1_12D;;27,7357959994698;27,7357959994698;0;NaN;NaN;NaN;0;60;
;G03;SYBR;LHY;Unkn;I1_13A;;24,3752500779964;24,3752500779964;0;NaN;NaN;NaN;0;60;
;G04;SYBR;LHY;Unkn;I1_13B;;22,3509228312242;22,3509228312242;0;NaN;NaN;NaN;0;60;
;G05;SYBR;LHY;Unkn;I1_13C;;27,6418893732515;27,6418893732515;0;NaN;NaN;NaN;0;60;
;G06;SYBR;LHY;Unkn;I1_13D;;25,6292549757083;25,6292549757083;0;NaN;NaN;NaN;0;60;
;G07;SYBR;LHY;NTC;NTC;;NaN;0;0;NaN;NaN;0;0;60;
;H10;SYBR;GADPH;Unkn;IRC1_7;;22,6130619051957;22,6130619051957;0;NaN;NaN;NaN;0;60;
;H11;SYBR;GADPH;Unkn;IRC2_7;;22,784769361735;22,784769361735;0;NaN;NaN;NaN;0;60;
;H12;SYBR;GADPH;Unkn;IRC3_7;;21,6308395317267;21,6308395317267;0;NaN;NaN;NaN;0;60;
