;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A02;SYBR;PRDX;Unkn;N13_1B;;22,0561613480446;22,0561613480446;0;NaN;NaN;NaN;0;60;
;A03;SYBR;PRDX;Unkn;N13_2A;;21,9323146598362;21,9323146598362;0;NaN;NaN;NaN;0;60;
;A05;SYBR;PRDX;Unkn;N13_3A;;21,8980386432047;21,8980386432047;0;NaN;NaN;NaN;0;60;
;A06;SYBR;PRDX;Unkn;N13_3B;;20,1862198992123;20,1862198992123;0;NaN;NaN;NaN;0;60;
;A07;SYBR;PRDX;Unkn;N13_4A;;21,3008746406501;21,3008746406501;0;NaN;NaN;NaN;0;60;
;A08;SYBR;PRDX;Unkn;N13_4B;;22,2304334252145;22,2304334252145;0;NaN;NaN;NaN;0;60;
;A09;SYBR;PRDX;Unkn;N13_5A;;20,7658374288831;20,7658374288831;0;NaN;NaN;NaN;0;60;
;A10;SYBR;PRDX;Unkn;N13_5B;;20,9227606591423;20,9227606591423;0;NaN;NaN;NaN;0;60;
;A11;SYBR;PRDX;Unkn;N13_6A;;21,6807552865264;21,6807552865264;0;NaN;NaN;NaN;0;60;
;A12;SYBR;PRDX;Unkn;N13_6B;;21,6235365136948;21,6235365136948;0;NaN;NaN;NaN;0;60;
;B01;SYBR;PRDX;Unkn;N13_7A;;21,8318451838608;21,8318451838608;0;NaN;NaN;NaN;0;60;
;B02;SYBR;PRDX;Unkn;N13_7B;;NaN;0;0;NaN;NaN;0;0;60;
;B03;SYBR;PRDX;Unkn;N13_8A;;21,3452055262939;21,3452055262939;0;NaN;NaN;NaN;0;60;
;B04;SYBR;PRDX;Unkn;N13_8B;;23,7303276027045;23,7303276027045;0;NaN;NaN;NaN;0;60;
;B05;SYBR;PRDX;Unkn;N13_8C;;21,5161395471896;21,5161395471896;0;NaN;NaN;NaN;0;60;
;B06;SYBR;PRDX;Unkn;N13_8D;;21,5739068356511;21,5739068356511;0;NaN;NaN;NaN;0;60;
;B07;SYBR;PRDX;Unkn;N13_9A;;21,6474030085627;21,6474030085627;0;NaN;NaN;NaN;0;60;
;B08;SYBR;PRDX;Unkn;N13_9B;;30,6015274817522;30,6015274817522;0;NaN;NaN;NaN;0;60;
;B09;SYBR;PRDX;Unkn;N13_9D;;22,0017394894433;22,0017394894433;0;NaN;NaN;NaN;0;60;
;B10;SYBR;PRDX;Unkn;N13_9C;;21,8445772080601;21,8445772080601;0;NaN;NaN;NaN;0;60;
;B11;SYBR;PRDX;Unkn;N13_10A;;23,7223079494686;23,7223079494686;0;NaN;NaN;NaN;0;60;
;B12;SYBR;PRDX;Unkn;N13_10B;;23,2287693935805;23,2287693935805;0;NaN;NaN;NaN;0;60;
;C01;SYBR;PRDX;Unkn;N13_10C;;23,3517671142085;23,3517671142085;0;NaN;NaN;NaN;0;60;
;C02;SYBR;PRDX;Unkn;N13_10D;;25,7034817063765;25,7034817063765;0;NaN;NaN;NaN;0;60;
;C03;SYBR;PRDX;Unkn;N13_11A;;21,9318796470231;21,9318796470231;0;NaN;NaN;NaN;0;60;
;C04;SYBR;PRDX;Unkn;N13_11B;;21,6089828744437;21,6089828744437;0;NaN;NaN;NaN;0;60;
;C05;SYBR;PRDX;Unkn;N13_11C;;25,2637944247769;25,2637944247769;0;NaN;NaN;NaN;0;60;
;C06;SYBR;PRDX;Unkn;N13_11D;;24,9069065445732;24,9069065445732;0;NaN;NaN;NaN;0;60;
;C07;SYBR;PRDX;Unkn;N13_12A;;23,004374396493;23,004374396493;0;NaN;NaN;NaN;0;60;
;C08;SYBR;PRDX;Unkn;N13_12B;;21,73972876133;21,73972876133;0;NaN;NaN;NaN;0;60;
;C09;SYBR;PRDX;Unkn;N13_12C;;22,366667182949;22,366667182949;0;NaN;NaN;NaN;0;60;
;C10;SYBR;PRDX;Unkn;N13_12D;;26,5514286607133;26,5514286607133;0;NaN;NaN;NaN;0;60;
;C11;SYBR;PRDX;Unkn;N13_13A;;23,0177424509309;23,0177424509309;0;NaN;NaN;NaN;0;60;
;C12;SYBR;PRDX;Unkn;N13_13B;;21,2495783651609;21,2495783651609;0;NaN;NaN;NaN;0;60;
;D02;SYBR;PRDX;Unkn;N13_13D;;23,9919508644147;23,9919508644147;0;NaN;NaN;NaN;0;60;
