,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,PRR9,Unkn,N13_1A,,"35,1731778975135","35,1731778975135",0,NaN,NaN,NaN,0,60,
,A02,SYBR,PRR9,Unkn,N13_1B,,"34,1550397070121","34,1550397070121",0,NaN,NaN,NaN,0,60,
,A03,SYBR,PRR9,Unkn,N13_2A,,"28,515184408021","28,515184408021",0,NaN,NaN,NaN,0,60,
,A04,SYBR,PRR9,Unkn,N13_2B,,"27,4884150805619","27,4884150805619",0,NaN,NaN,NaN,0,60,
,A05,SYBR,PRR9,Unkn,N13_3A,,"26,0292426212412","26,0292426212412",0,NaN,NaN,NaN,0,60,
,A06,SYBR,PRR9,Unkn,N13_3B,,"24,4879294597525","24,4879294597525",0,NaN,NaN,NaN,0,60,
,A07,SYBR,PRR9,Unkn,N13_4A,,"25,7333263470984","25,7333263470984",0,NaN,NaN,NaN,0,60,
,A08,SYBR,PRR9,Unkn,N13_4B,,"26,4343189026838","26,4343189026838",0,NaN,NaN,NaN,0,60,
,A09,SYBR,PRR9,Unkn,N13_5A,,"27,3160135400754","27,3160135400754",0,NaN,NaN,NaN,0,60,
,A10,SYBR,PRR9,Unkn,N13_5B,,"30,906235916643","30,906235916643",0,NaN,NaN,NaN,0,60,
,A11,SYBR,PRR9,Unkn,N13_6A,,"30,7979199929796","30,7979199929796",0,NaN,NaN,NaN,0,60,
,A12,SYBR,PRR9,Unkn,N13_6B,,"35,0983616224761","35,0983616224761",0,NaN,NaN,NaN,0,60,
,B01,SYBR,PRR9,Unkn,N13_7A,,"33,1168016503457","33,1168016503457",0,NaN,NaN,NaN,0,60,
,B02,SYBR,PRR9,Unkn,N13_7B,,"37,5447694372743","37,5447694372743",0,NaN,NaN,NaN,0,60,
,B03,SYBR,PRR9,Unkn,N13_8A,,"27,7275679007903","27,7275679007903",0,NaN,NaN,NaN,0,60,
,B04,SYBR,PRR9,Unkn,N13_8B,,"26,795210085156","26,795210085156",0,NaN,NaN,NaN,0,60,
,B05,SYBR,PRR9,Unkn,N13_8C,,"34,3076109444613","34,3076109444613",0,NaN,NaN,NaN,0,60,
,B06,SYBR,PRR9,Unkn,N13_8D,,"31,0353221563525","31,0353221563525",0,NaN,NaN,NaN,0,60,
,B07,SYBR,PRR9,Unkn,N13_9A,,"26,5969482993651","26,5969482993651",0,NaN,NaN,NaN,0,60,
,B08,SYBR,PRR9,Unkn,N13_9B,,"25,081061076592","25,081061076592",0,NaN,NaN,NaN,0,60,
,B09,SYBR,PRR9,Unkn,N13_9C,,"31,5665348117047","31,5665348117047",0,NaN,NaN,NaN,0,60,
,B10,SYBR,PRR9,Unkn,N13_9D,,"28,9074787753111","28,9074787753111",0,NaN,NaN,NaN,0,60,
,B11,SYBR,PRR9,Unkn,N13_10A,,"26,6422995987589","26,6422995987589",0,NaN,NaN,NaN,0,60,
,B12,SYBR,PRR9,Unkn,N13_10B,,"29,0656264689326","29,0656264689326",0,NaN,NaN,NaN,0,60,
,C01,SYBR,PRR9,Unkn,N13_10C,,"29,1925422594858","29,1925422594858",0,NaN,NaN,NaN,0,60,
,C02,SYBR,PRR9,Unkn,N13_10D,,"31,0595548872725","31,0595548872725",0,NaN,NaN,NaN,0,60,
,C03,SYBR,PRR9,Unkn,N13_11A,,"29,1464900921285","29,1464900921285",0,NaN,NaN,NaN,0,60,
,C04,SYBR,PRR9,Unkn,N13_11B,,"32,7861260774684","32,7861260774684",0,NaN,NaN,NaN,0,60,
,C05,SYBR,PRR9,Unkn,N13_11C,,"31,4916638980156","31,4916638980156",0,NaN,NaN,NaN,0,60,
,C06,SYBR,PRR9,Unkn,N13_11D,,"31,2922654674416","31,2922654674416",0,NaN,NaN,NaN,0,60,
,C07,SYBR,PRR9,Unkn,N13_12A,,"32,3012637896417","32,3012637896417",0,NaN,NaN,NaN,0,60,
,C08,SYBR,PRR9,Unkn,N13_12B,,"38,4111223955903","38,4111223955903",0,NaN,NaN,NaN,0,60,
,C09,SYBR,PRR9,Unkn,N13_12C,,"33,3482847182413","33,3482847182413",0,NaN,NaN,NaN,0,60,
,C10,SYBR,PRR9,Unkn,N13_12D,,"34,1469471892195","34,1469471892195",0,NaN,NaN,NaN,0,60,
,C11,SYBR,PRR9,Unkn,N13_13A,,"35,9567927691808","35,9567927691808",0,NaN,NaN,NaN,0,60,
,C12,SYBR,PRR9,Unkn,N13_13B,,"35,4918282498267","35,4918282498267",0,NaN,NaN,NaN,0,60,
,D01,SYBR,PRR9,Unkn,N13_13C,,"32,8743056898989","32,8743056898989",0,NaN,NaN,NaN,0,60,
,D02,SYBR,PRR9,Unkn,N13_13D,,"32,0930732731894","32,0930732731894",0,NaN,NaN,NaN,0,60,
,D05,SYBR,PRR9,Unkn,I4_1A,,"33,2968580436264","33,2968580436264",0,NaN,NaN,NaN,0,60,
,D06,SYBR,PRR9,Unkn,I4_1B,,"36,7483921945729","36,7483921945729",0,NaN,NaN,NaN,0,60,
,D07,SYBR,PRR9,Unkn,I4_2A,,"31,6385718919484","31,6385718919484",0,NaN,NaN,NaN,0,60,
,D08,SYBR,PRR9,Unkn,I4_2B,,"26,7831431871381","26,7831431871381",0,NaN,NaN,NaN,0,60,
,D09,SYBR,PRR9,Unkn,I4_3A,,"26,8162022424125","26,8162022424125",0,NaN,NaN,NaN,0,60,
,D10,SYBR,PRR9,Unkn,I4_3B,,"25,922230286751","25,922230286751",0,NaN,NaN,NaN,0,60,
,D11,SYBR,PRR9,Unkn,I4_4A,,"26,764334277387","26,764334277387",0,NaN,NaN,NaN,0,60,
,D12,SYBR,PRR9,Unkn,I4_4B,,"27,3828638700274","27,3828638700274",0,NaN,NaN,NaN,0,60,
,E01,SYBR,PRR9,Unkn,I4_5A,,"27,4385720638738","27,4385720638738",0,NaN,NaN,NaN,0,60,
,E02,SYBR,PRR9,Unkn,I4_5B,,"31,5740003693548","31,5740003693548",0,NaN,NaN,NaN,0,60,
,E03,SYBR,PRR9,Unkn,I4_6A,,"32,6732517185378","32,6732517185378",0,NaN,NaN,NaN,0,60,
,E04,SYBR,PRR9,Unkn,I4_6B,,"37,0936099798301","37,0936099798301",0,NaN,NaN,NaN,0,60,
,E05,SYBR,PRR9,Unkn,I4_7A,,"34,4464388961547","34,4464388961547",0,NaN,NaN,NaN,0,60,
,E06,SYBR,PRR9,Unkn,I4_7B,,"34,0316661773801","34,0316661773801",0,NaN,NaN,NaN,0,60,
,E07,SYBR,PRR9,Unkn,I4_8A,,"28,5047442612653","28,5047442612653",0,NaN,NaN,NaN,0,60,
,E08,SYBR,PRR9,NTC,NTC,,"35,10505935258","35,10505935258",0,NaN,NaN,NaN,0,60,
,E09,SYBR,PRR9,Unkn,I4_8C,,"32,8073882008102","32,8073882008102",0,NaN,NaN,NaN,0,60,
,E10,SYBR,PRR9,Unkn,I4_8D,,"31,1882383183436","31,1882383183436",0,NaN,NaN,NaN,0,60,
