,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,PRR7,Unkn,N13_1A,,"29,3842590680776","29,3842590680776",0,NaN,NaN,NaN,0,60,
,A02,SYBR,PRR7,Unkn,N13_1B,,"32,0282597072742","32,0282597072742",0,NaN,NaN,NaN,0,60,
,A03,SYBR,PRR7,Unkn,N13_2A,,"28,1723856636235","28,1723856636235",0,NaN,NaN,NaN,0,60,
,A04,SYBR,PRR7,Unkn,N13_2B,,"29,0714035880632","29,0714035880632",0,NaN,NaN,NaN,0,60,
,A05,SYBR,PRR7,Unkn,N13_3A,,"26,6961961932603","26,6961961932603",0,NaN,NaN,NaN,0,60,
,A06,SYBR,PRR7,Unkn,N13_3B,,"25,8981764996716","25,8981764996716",0,NaN,NaN,NaN,0,60,
,A07,SYBR,PRR7,Unkn,N13_4A,,"25,516367481522","25,516367481522",0,NaN,NaN,NaN,0,60,
,A08,SYBR,PRR7,Unkn,N13_4B,,"24,8234503298414","24,8234503298414",0,NaN,NaN,NaN,0,60,
,A09,SYBR,PRR7,Unkn,N13_5A,,"25,5539516024811","25,5539516024811",0,NaN,NaN,NaN,0,60,
,A10,SYBR,PRR7,Unkn,N13_5B,,"26,2002996433473","26,2002996433473",0,NaN,NaN,NaN,0,60,
,A11,SYBR,PRR7,Unkn,N13_6A,,"26,4750243350761","26,4750243350761",0,NaN,NaN,NaN,0,60,
,A12,SYBR,PRR7,Unkn,N13_6B,,"29,0619659741245","29,0619659741245",0,NaN,NaN,NaN,0,60,
,B01,SYBR,PRR7,Unkn,N13_7A,,"30,3689283013123","30,3689283013123",0,NaN,NaN,NaN,0,60,
,B02,SYBR,PRR7,Unkn,N13_7B,,"31,6888482286207","31,6888482286207",0,NaN,NaN,NaN,0,60,
,B03,SYBR,PRR7,Unkn,N13_8A,,"27,3647332121062","27,3647332121062",0,NaN,NaN,NaN,0,60,
,B04,SYBR,PRR7,Unkn,N13_8B,,"27,4243902479183","27,4243902479183",0,NaN,NaN,NaN,0,60,
,B05,SYBR,PRR7,Unkn,N13_8C,,"30,4943468425906","30,4943468425906",0,NaN,NaN,NaN,0,60,
,B06,SYBR,PRR7,Unkn,N13_8D,,"29,4024344234286","29,4024344234286",0,NaN,NaN,NaN,0,60,
,B07,SYBR,PRR7,Unkn,N13_9A,,"27,1266866812713","27,1266866812713",0,NaN,NaN,NaN,0,60,
,B08,SYBR,PRR7,Unkn,N13_9B,,"25,7980716132097","25,7980716132097",0,NaN,NaN,NaN,0,60,
,B09,SYBR,PRR7,Unkn,N13_9C,,"28,9649030801335","28,9649030801335",0,NaN,NaN,NaN,0,60,
