;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;GAPDH;Unkn;N2_1A;;21,4305557758225;21,4305557758225;0;NaN;NaN;NaN;0;60;
;A02;SYBR;GAPDH;Unkn;N2_1B;;19,6075711633578;19,6075711633578;0;NaN;NaN;NaN;0;60;
;A03;SYBR;GAPDH;Unkn;N2_2A;;20,7925690053352;20,7925690053352;0;NaN;NaN;NaN;0;60;
;A04;SYBR;GAPDH;Unkn;N2_2B;;21,8247942112521;21,8247942112521;0;NaN;NaN;NaN;0;60;
;A05;SYBR;GAPDH;Unkn;N2_3A;;18,1145770109561;18,1145770109561;0;NaN;NaN;NaN;0;60;
;A06;SYBR;GAPDH;Unkn;N2_3B;;19,4610084578096;19,4610084578096;0;NaN;NaN;NaN;0;60;
;A07;SYBR;GAPDH;Unkn;N2_4A;;20,5199075182541;20,5199075182541;0;NaN;NaN;NaN;0;60;
;A08;SYBR;GAPDH;Unkn;N2_4B;;21,4160189822809;21,4160189822809;0;NaN;NaN;NaN;0;60;
;A09;SYBR;GAPDH;Unkn;N2_5A;;28,1866645971191;28,1866645971191;0;NaN;NaN;NaN;0;60;
;A10;SYBR;GAPDH;Unkn;N2_5B;;21,4315244869396;21,4315244869396;0;NaN;NaN;NaN;0;60;
;A11;SYBR;GAPDH;Unkn;N2_6A;;21,564429210203;21,564429210203;0;NaN;NaN;NaN;0;60;
;A12;SYBR;GAPDH;Unkn;N2_6B;;22,2611257835784;22,2611257835784;0;NaN;NaN;NaN;0;60;
;B01;SYBR;GAPDH;Unkn;N2_7A;;21,0564033388635;21,0564033388635;0;NaN;NaN;NaN;0;60;
;B02;SYBR;GAPDH;Unkn;N2_7B;;21,0798881682873;21,0798881682873;0;NaN;NaN;NaN;0;60;
;B03;SYBR;GAPDH;Unkn;N2_8A;;18,4323794756;18,4323794756;0;NaN;NaN;NaN;0;60;
;B04;SYBR;GAPDH;Unkn;N2_8B;;21,2888982239488;21,2888982239488;0;NaN;NaN;NaN;0;60;
;B05;SYBR;GAPDH;Unkn;N2_8C;;20,3961778730488;20,3961778730488;0;NaN;NaN;NaN;0;60;
;B06;SYBR;GAPDH;Unkn;N2_8D;;22,1745212086127;22,1745212086127;0;NaN;NaN;NaN;0;60;
;B07;SYBR;GAPDH;Unkn;N2_9A;;21,3369212701059;21,3369212701059;0;NaN;NaN;NaN;0;60;
;B08;SYBR;GAPDH;Unkn;N2_9B;;20,7249468770295;20,7249468770295;0;NaN;NaN;NaN;0;60;
