;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;B03;SYBR;GADPH;Unkn;N2_8A;;19,6228368734326;19,6228368734326;0;NaN;NaN;NaN;0;60;
;B04;SYBR;GADPH;Unkn;N2_8B;;22,1980425384113;22,1980425384113;0;NaN;NaN;NaN;0;60;
;B05;SYBR;GADPH;Unkn;N2_8C;;22,1076535314445;22,1076535314445;0;NaN;NaN;NaN;0;60;
;B06;SYBR;GADPH;Unkn;N2_8D;;24,5768611716511;24,5768611716511;0;NaN;NaN;NaN;0;60;
;B07;SYBR;GADPH;Unkn;N2_9A;;22,3279885604275;22,3279885604275;0;NaN;NaN;NaN;0;60;
;B08;SYBR;GADPH;Unkn;N2_9B;;20,7253933973115;20,7253933973115;0;NaN;NaN;NaN;0;60;
;B09;SYBR;GADPH;Unkn;N2_9C;;20,8072524696196;20,8072524696196;0;NaN;NaN;NaN;0;60;
;B10;SYBR;GADPH;Unkn;N2_9D;;25,2846553833014;25,2846553833014;0;NaN;NaN;NaN;0;60;
;B11;SYBR;GADPH;Unkn;N2_10A;;20,7975935149344;20,7975935149344;0;NaN;NaN;NaN;0;60;
;B12;SYBR;GADPH;Unkn;N2_10B;;21,3801361031181;21,3801361031181;0;NaN;NaN;NaN;0;60;
;C01;SYBR;GADPH;Unkn;N2_10C;;23,1855854399019;23,1855854399019;0;NaN;NaN;NaN;0;60;
;C02;SYBR;GADPH;Unkn;N2_10D;;24,1859077728157;24,1859077728157;0;NaN;NaN;NaN;0;60;
;C03;SYBR;GADPH;Unkn;N2_11A;;24,0002099691049;24,0002099691049;0;NaN;NaN;NaN;0;60;
;C04;SYBR;GADPH;Unkn;N2_11B;;22,6494677509454;22,6494677509454;0;NaN;NaN;NaN;0;60;
;C06;SYBR;GADPH;Unkn;N2_11D;;23,4617381131587;23,4617381131587;0;NaN;NaN;NaN;0;60;
;C07;SYBR;GADPH;Unkn;N2_12A;;20,6885665569155;20,6885665569155;0;NaN;NaN;NaN;0;60;
;C08;SYBR;GADPH;Unkn;N2_12B;;21,87995524147;21,87995524147;0;NaN;NaN;NaN;0;60;
;C09;SYBR;GADPH;Unkn;N2_12C;;22,004631109271;22,004631109271;0;NaN;NaN;NaN;0;60;
;C10;SYBR;GADPH;Unkn;N2_12D;;20,5330082119498;20,5330082119498;0;NaN;NaN;NaN;0;60;
;C11;SYBR;GADPH;Unkn;N2_13A;;20,3893317421854;20,3893317421854;0;NaN;NaN;NaN;0;60;
;C12;SYBR;GADPH;Unkn;N2_13B;;19,5344448410507;19,5344448410507;0;NaN;NaN;NaN;0;60;
;D01;SYBR;GADPH;Unkn;N2_13C;;21,5417727943256;21,5417727943256;0;NaN;NaN;NaN;0;60;
;D02;SYBR;GADPH;Unkn;N2_13D;;22,0739839948808;22,0739839948808;0;NaN;NaN;NaN;0;60;
;D03;SYBR;GADPH;NTC;NTC;;NaN;0;0;NaN;NaN;0;0;60;
;D05;SYBR;GADPH;Unkn;I1_1A;;30,2018408857597;30,2018408857597;0;NaN;NaN;NaN;0;60;
;D06;SYBR;GADPH;Unkn;I1_1B;;32,8050411975423;32,8050411975423;0;NaN;NaN;NaN;0;60;
;D07;SYBR;GADPH;Unkn;I1_2A;;20,5602488015713;20,5602488015713;0;NaN;NaN;NaN;0;60;
;D09;SYBR;GADPH;Unkn;I1_3A;;20,4987420227561;20,4987420227561;0;NaN;NaN;NaN;0;60;
;D10;SYBR;GADPH;Unkn;I1_3B;;20,063209874539;20,063209874539;0;NaN;NaN;NaN;0;60;
;D11;SYBR;GADPH;Unkn;I1_4A;;22,0622751135149;22,0622751135149;0;NaN;NaN;NaN;0;60;
;D12;SYBR;GADPH;Unkn;I1_4B;;21,5404670545563;21,5404670545563;0;NaN;NaN;NaN;0;60;
;E01;SYBR;GADPH;Unkn;I1_5A;;20,7496214763343;20,7496214763343;0;NaN;NaN;NaN;0;60;
;E02;SYBR;GADPH;Unkn;I1_5B;;20,4245779758468;20,4245779758468;0;NaN;NaN;NaN;0;60;
;E03;SYBR;GADPH;Unkn;I1_6A;;21,4975674520104;21,4975674520104;0;NaN;NaN;NaN;0;60;
;E04;SYBR;GADPH;Unkn;I1_6B;;20,2478309872054;20,2478309872054;0;NaN;NaN;NaN;0;60;
;E05;SYBR;GADPH;Unkn;I1_7A;;22,7278212348629;22,7278212348629;0;NaN;NaN;NaN;0;60;
;E06;SYBR;GADPH;Unkn;I1_7B;;29,4366952988214;29,4366952988214;0;NaN;NaN;NaN;0;60;
;E07;SYBR;GADPH;Unkn;I1_8A;;20,6670472610935;20,6670472610935;0;NaN;NaN;NaN;0;60;
;E08;SYBR;GADPH;Unkn;I1_8B;;20,9581416270804;20,9581416270804;0;NaN;NaN;NaN;0;60;
;E09;SYBR;GADPH;Unkn;I1_8C;;22,145018117145;22,145018117145;0;NaN;NaN;NaN;0;60;
;E10;SYBR;GADPH;Unkn;I1_8D;;21,5862448383273;21,5862448383273;0;NaN;NaN;NaN;0;60;
;E11;SYBR;GADPH;Unkn;I1_9A;;19,1022981940174;19,1022981940174;0;NaN;NaN;NaN;0;60;
;E12;SYBR;GADPH;Unkn;I1_9B;;20,5292581813136;20,5292581813136;0;NaN;NaN;NaN;0;60;
;F01;SYBR;GADPH;Unkn;I1_9C;;20,4371093358178;20,4371093358178;0;NaN;NaN;NaN;0;60;
;F02;SYBR;GADPH;Unkn;I1_9D;;20,3089128421686;20,3089128421686;0;NaN;NaN;NaN;0;60;
;F03;SYBR;GADPH;Unkn;I1_10A;;20,255815510206;20,255815510206;0;NaN;NaN;NaN;0;60;
;F05;SYBR;GADPH;Unkn;I1_10C;;21,7859890913714;21,7859890913714;0;NaN;NaN;NaN;0;60;
;F06;SYBR;GADPH;Unkn;I1_10D;;21,7142767142839;21,7142767142839;0;NaN;NaN;NaN;0;60;
;F07;SYBR;GADPH;Unkn;I1_11A;;20,3628627451488;20,3628627451488;0;NaN;NaN;NaN;0;60;
;F08;SYBR;GADPH;Unkn;I1_11B;;20,5983839012859;20,5983839012859;0;NaN;NaN;NaN;0;60;
;F09;SYBR;GADPH;Unkn;I1_11C;;20,7795037436939;20,7795037436939;0;NaN;NaN;NaN;0;60;
;F10;SYBR;GADPH;Unkn;I1_11D;;21,017970613393;21,017970613393;0;NaN;NaN;NaN;0;60;
;F11;SYBR;GADPH;Unkn;I1_12A;;21,9706770829696;21,9706770829696;0;NaN;NaN;NaN;0;60;
;F12;SYBR;GADPH;Unkn;I1_12B;;NaN;0;0;NaN;NaN;0;0;60;
;G01;SYBR;GADPH;Unkn;I1_12C;;21,5038878526589;21,5038878526589;0;NaN;NaN;NaN;0;60;
;G02;SYBR;GADPH;Unkn;I1_12D;;23,8087442025643;23,8087442025643;0;NaN;NaN;NaN;0;60;
;G03;SYBR;GADPH;Unkn;I1_13A;;21,6286739194017;21,6286739194017;0;NaN;NaN;NaN;0;60;
;G04;SYBR;GADPH;Unkn;I1_13B;;21,4514907952452;21,4514907952452;0;NaN;NaN;NaN;0;60;
;G05;SYBR;GADPH;Unkn;I1_13C;;22,9008857245061;22,9008857245061;0;NaN;NaN;NaN;0;60;
;G06;SYBR;GADPH;Unkn;I1_13D;;22,4010858281028;22,4010858281028;0;NaN;NaN;NaN;0;60;
;G07;SYBR;GADPH;Unkn;N2_7B;;19,7972251460503;19,7972251460503;0;NaN;NaN;NaN;0;60;
;G09;SYBR;GADPH;Unkn;N2_1B;;20,3681384512023;20,3681384512023;0;NaN;NaN;NaN;0;60;
;G10;SYBR;GADPH;Unkn;N2_2A;;20,4580241059206;20,4580241059206;0;NaN;NaN;NaN;0;60;
;G11;SYBR;GADPH;Unkn;N2_2B;;19,4978433971248;19,4978433971248;0;NaN;NaN;NaN;0;60;
;G12;SYBR;GADPH;Unkn;N2_3A;;20,86939867863;20,86939867863;0;NaN;NaN;NaN;0;60;
;H01;SYBR;GADPH;Unkn;N2_3B;;19,3697640471545;19,3697640471545;0;NaN;NaN;NaN;0;60;
;H02;SYBR;GADPH;Unkn;N2_4A;;19,2981633744851;19,2981633744851;0;NaN;NaN;NaN;0;60;
;H03;SYBR;GADPH;Unkn;N2_4B;;21,2443985890015;21,2443985890015;0;NaN;NaN;NaN;0;60;
;H04;SYBR;GADPH;Unkn;N2_5A;;19,1709898423652;19,1709898423652;0;NaN;NaN;NaN;0;60;
;H05;SYBR;GADPH;Unkn;N2_5B;;18,8356647361686;18,8356647361686;0;NaN;NaN;NaN;0;60;
;H06;SYBR;GADPH;Unkn;N2_6A;;19,1427290563168;19,1427290563168;0;NaN;NaN;NaN;0;60;
;H07;SYBR;GADPH;Unkn;N2_6B;;20,5605117238701;20,5605117238701;0;NaN;NaN;NaN;0;60;
;H08;SYBR;GADPH;Unkn;N2_7A;;20,3351223447642;20,3351223447642;0;NaN;NaN;NaN;0;60;
;H09;SYBR;GADPH;NTC;NTC;;NaN;0;0;NaN;NaN;0;0;60;
;H10;SYBR;GADPH;Unkn;IRC1_8;;21,9584791790441;21,9584791790441;0;NaN;NaN;NaN;0;60;
;H11;SYBR;GADPH;Unkn;IRC2_8;;22,2587747252534;22,2587747252534;0;NaN;NaN;NaN;0;60;
;H12;SYBR;GADPH;Unkn;IRC3_8;;21,1045073317789;21,1045073317789;0;NaN;NaN;NaN;0;60;
