;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;PRR7;NTC;NTC;;NaN;0;0;NaN;NaN;0;0;60;
;A02;SYBR;PRR7;Unkn;N2_1B;;31,2172889713729;31,2172889713729;0;NaN;NaN;NaN;0;60;
;A03;SYBR;PRR7;Unkn;N2_2A;;27,5742812644701;27,5742812644701;0;NaN;NaN;NaN;0;60;
;A04;SYBR;PRR7;Unkn;N2_2B;;27,2698687397041;27,2698687397041;0;NaN;NaN;NaN;0;60;
;A05;SYBR;PRR7;Unkn;N2_3A;;27,0237404545095;27,0237404545095;0;NaN;NaN;NaN;0;60;
;A06;SYBR;PRR7;Unkn;N2_3B;;24,3386647629129;24,3386647629129;0;NaN;NaN;NaN;0;60;
;A07;SYBR;PRR7;Unkn;N2_4A;;24,9749649958122;24,9749649958122;0;NaN;NaN;NaN;0;60;
;A08;SYBR;PRR7;Unkn;N2_4B;;26,6810260729122;26,6810260729122;0;NaN;NaN;NaN;0;60;
;A09;SYBR;PRR7;Unkn;N2_5A;;24,9106768532227;24,9106768532227;0;NaN;NaN;NaN;0;60;
;A10;SYBR;PRR7;Unkn;N2_5B;;24,5061087428413;24,5061087428413;0;NaN;NaN;NaN;0;60;
;A11;SYBR;PRR7;Unkn;N2_6A;;26,7352228609589;26,7352228609589;0;NaN;NaN;NaN;0;60;
;A12;SYBR;PRR7;Unkn;N2_6B;;28,497296324146;28,497296324146;0;NaN;NaN;NaN;0;60;
;B01;SYBR;PRR7;Unkn;N2_7A;;28,9059325561986;28,9059325561986;0;NaN;NaN;NaN;0;60;
;B02;SYBR;PRR7;Unkn;N2_7B;;30,0574478961781;30,0574478961781;0;NaN;NaN;NaN;0;60;
;B03;SYBR;PRR7;Unkn;N2_8A;;25,980630184106;25,980630184106;0;NaN;NaN;NaN;0;60;
;B04;SYBR;PRR7;Unkn;N2_8B;;26,152916971642;26,152916971642;0;NaN;NaN;NaN;0;60;
;B05;SYBR;PRR7;Unkn;N2_8C;;28,5365422736782;28,5365422736782;0;NaN;NaN;NaN;0;60;
;B06;SYBR;PRR7;Unkn;N2_8D;;27,3481092072511;27,3481092072511;0;NaN;NaN;NaN;0;60;
;B07;SYBR;PRR7;Unkn;N2_9A;;25,1580664606437;25,1580664606437;0;NaN;NaN;NaN;0;60;
;B08;SYBR;PRR7;Unkn;N2_9B;;25,4370566429063;25,4370566429063;0;NaN;NaN;NaN;0;60;
;B09;SYBR;PRR7;Unkn;N2_9C;;27,7937422234455;27,7937422234455;0;NaN;NaN;NaN;0;60;
;B10;SYBR;PRR7;Unkn;N2_9D;;24,7288961805048;24,7288961805048;0;NaN;NaN;NaN;0;60;
;B11;SYBR;PRR7;Unkn;N2_10A;;25,427707796037;25,427707796037;0;NaN;NaN;NaN;0;60;
;B12;SYBR;PRR7;Unkn;N2_10B;;25,3677333432425;25,3677333432425;0;NaN;NaN;NaN;0;60;
;C01;SYBR;PRR7;Unkn;N2_10C;;27,286010569631;27,286010569631;0;NaN;NaN;NaN;0;60;
;C02;SYBR;PRR7;Unkn;N2_10D;;25,4968752492165;25,4968752492165;0;NaN;NaN;NaN;0;60;
;C03;SYBR;PRR7;Unkn;N2_11A;;26,0965231556804;26,0965231556804;0;NaN;NaN;NaN;0;60;
;C04;SYBR;PRR7;Unkn;N2_11B;;25,1442888498599;25,1442888498599;0;NaN;NaN;NaN;0;60;
;C06;SYBR;PRR7;Unkn;N2_11D;;25,8900960830932;25,8900960830932;0;NaN;NaN;NaN;0;60;
;C07;SYBR;PRR7;Unkn;N2_12A;;26,1519543244668;26,1519543244668;0;NaN;NaN;NaN;0;60;
;C08;SYBR;PRR7;Unkn;N2_12B;;28,9316308382862;28,9316308382862;0;NaN;NaN;NaN;0;60;
;C09;SYBR;PRR7;Unkn;N2_12C;;26,4144984504081;26,4144984504081;0;NaN;NaN;NaN;0;60;
;C10;SYBR;PRR7;Unkn;N2_12D;;26,3099336019965;26,3099336019965;0;NaN;NaN;NaN;0;60;
;C11;SYBR;PRR7;Unkn;N2_13A;;28,3676281947526;28,3676281947526;0;NaN;NaN;NaN;0;60;
;C12;SYBR;PRR7;Unkn;N2_13B;;29,0551438984026;29,0551438984026;0;NaN;NaN;NaN;0;60;
;D01;SYBR;PRR7;Unkn;N2_13C;;25,2369061102391;25,2369061102391;0;NaN;NaN;NaN;0;60;
;D02;SYBR;PRR7;Unkn;N2_13D;;27,0758704282875;27,0758704282875;0;NaN;NaN;NaN;0;60;
;D05;SYBR;PRR7;Unkn;I1_1A;;32,5571693767895;32,5571693767895;0;NaN;NaN;NaN;0;60;
;D06;SYBR;PRR7;Unkn;I1_1B;;NaN;0;0;NaN;NaN;0;0;60;
;D07;SYBR;PRR7;Unkn;I1_2A;;26,4980362658409;26,4980362658409;0;NaN;NaN;NaN;0;60;
;D08;SYBR;PRR7;NTC;NTC;;NaN;0;0;NaN;NaN;0;0;60;
;D09;SYBR;PRR7;Unkn;I1_3A;;24,1972083786575;24,1972083786575;0;NaN;NaN;NaN;0;60;
;D10;SYBR;PRR7;Unkn;I1_3B;;23,9361321667182;23,9361321667182;0;NaN;NaN;NaN;0;60;
;D11;SYBR;PRR7;Unkn;I1_4A;;25,1922462244509;25,1922462244509;0;NaN;NaN;NaN;0;60;
;D12;SYBR;PRR7;Unkn;I1_4B;;25,1310819790061;25,1310819790061;0;NaN;NaN;NaN;0;60;
;E01;SYBR;PRR7;Unkn;I1_5A;;24,3520222816584;24,3520222816584;0;NaN;NaN;NaN;0;60;
;E02;SYBR;PRR7;Unkn;I1_5B;;24,3650091398449;24,3650091398449;0;NaN;NaN;NaN;0;60;
;E03;SYBR;PRR7;Unkn;I1_6A;;26,9593734616059;26,9593734616059;0;NaN;NaN;NaN;0;60;
;E04;SYBR;PRR7;Unkn;I1_6B;;28,2122724412403;28,2122724412403;0;NaN;NaN;NaN;0;60;
;E05;SYBR;PRR7;Unkn;I1_7A;;29,775263613506;29,775263613506;0;NaN;NaN;NaN;0;60;
